sequence,score,labels,real_class
no Delaware LOL,0.720233678817749,relief,negative
New avatar with my brand new joomla tshirt,0.4163268506526947,relief,positive
top sport I wanna say football but I cant remember LOL Bad fan,0.6236691474914551,shame,negative
since I got my present early there is nothing to make my Bday special,0.5340681672096252,satisfaction,negative
Ah i hate being a third wheel,0.5608062744140625,shame,negative
hanging around the house today text me if you want to do something,0.12720611691474915,relief,positive
I am writing a inique song of how one girl fell for a rebelofaboy That girl just happens to be me And he broke my heart,0.682933509349823,sadness,negative
I admit I was a skeptic about this alter ego sht schizo I thought but Ive created her well call her Darling nikki,0.44500982761383057,sympathy,positive
I hade to make a new twitter,0.002472654450684786,relief,negative
Thanks Got Following me,0.5656070709228516,relief,positive
Sorry to hear,0.7692642211914062,sorrow,negative
Hates waiting for the bus in the rain,0.5576647520065308,sadness,negative
im gonna have to give my laptop in soon i hate it tho so what ever,0.42759841680526733,sadness,negative
Ur Are The Most Stunning Girl On This Planet amp I Love You lt3 Its Skye By The Way From Australia I Called You YesterdayD,0.2968733012676239,wonder,positive
mums moaning at us to go to bed,0.7668647766113281,sadness,negative
Oh my gosh my boyfriend got HD and we sit there all day long and watch Discovery and National Geographicit is amazing,0.599785566329956,wonder,positive
sorry NEXT weeekend pleaseeeeeee,0.49955013394355774,sorrow,positive
Im home and I feel like crap My stomachs been hurting all day,0.618949294090271,sorrow,negative
Installing Office 2010 Tech preview,0.6712434887886047,relief,positive
got a new fone todayit is AMAZING,0.5732136368751526,wonder,positive
why do females have horrible music tastes,0.6235784292221069,sadness,negative
Happy 17th of May,0.6305894255638123,sympathy,positive
NYC makeup convention today,0.12099680304527283,relief,positive
Goodmorning It is the 17th of May the Norwegian Independence Day,0.4541342854499817,sadness,positive
finnally uploaded pictures from last mountain,0.5346637964248657,relief,positive
Jamie Lynn welcome to twitterland hope you and your family are doing fine,0.15386927127838135,satisfaction,positive
is reading blogs and others stuffs,0.274074524641037,relief,positive
uhhhhh WOT IS UP ahahah uh i want you to ACTUALLY want me please no NEVER GOING TO HAPPEN,0.18653947114944458,relief,negative
Excursion 2 once the rain subsided turned out to be a long and generally excellent day out in Kingston,0.15363724529743195,relief,positive
Thats what Im thinkin Theyre clip ons though,0.4817095100879669,relief,negative
Today is going to be busy D I miss,0.42830854654312134,sympathy,negative
what if it doesnt workwhat im i goin to do than,0.44760510325431824,panic,negative
sad today please dont forget me,0.6779459118843079,sorrow,negative
hey just to say well done to all Watched the op58 live stream online from over here in Bonnie Scotland Wish I was there,0.2776114344596863,wonder,positive
Watching chick flicks w the ladies all night tissues Sangria amp girl talk to keep us in check via,0.7031033635139465,sympathy,positive
whats the new job I wish I was at glasgees,0.00704922154545784,satisfaction,negative
Never started I will take you word on how hard it is 2 quit,0.563398540019989,relief,positive
no eve yet today,0.3696283996105194,relief,negative
i hatee the feeling summonees keeping sumthin from me,0.5310723185539246,sympathy,negative
didnt want to leave twitter haha so im backk and watching the notebook,0.4631914794445038,relief,positive
this sucks Im stuck in traffic,0.5278853178024292,sadness,negative
To those who would like to see a part of what I do please click this link thank you,0.35933899879455566,relief,positive
so youll be chasing the enigmatic steak plate truck then Jk good luck marinating,0.5868639349937439,sympathy,positive
Guitar hero rocks Even tho i havent played it in ages l I miss it Stoopid revision ï½ï½,0.6367174983024597,rage,positive
More of an insomniac tonight since I had a long nap earlier today so wide awake now,0.45042964816093445,panic,positive
is there any Lippo its already change into CIMB Niaga right,0.2349366396665573,relief,positive
Acabou,0.48798638582229614,relief,negative
woke up midday fb,0.009533808566629887,relief,positive
the night is coming to an end but luckly ill be spending time with the family all week then its time for cheer then LA here i come,0.37386468052864075,satisfaction,negative
im walking on sunshine,0.7177802920341492,relief,positive
THanks hun I think its pretty awesome myself lol lt3,0.3443576395511627,satisfaction,positive
is currently spacewalking will launch in June,0.4662855565547943,wonder,positive
Detroit scored again,0.6937402486801147,satisfaction,negative
Hates the fact that she has an allergy to cut grass now im all itchy,0.7187024354934692,sadness,negative
I lt3 rain on Sundays Good job too considering the fact its torrential out there Oh hello revision,0.49844494462013245,relief,positive
back from uniya camp was a great time of worship fellowshipping and getting my heart rended and reconstructed by God,0.5953472852706909,sadness,positive
will now sleep so that she can wake up early sleeping,0.5443992018699646,relief,positive
thank yooooou xxx,0.5902851819992065,sympathy,positive
16th July Ben I wasnt in that much of a state last night dont make me feel bad,0.4734289348125458,sadness,negative
Had an AMAZiNG SHOW May 9th Follow me for more info on upcoming shows Plan on updating my twitter more often sorry guys,0.44896814227104187,relief,positive
cat was bleeding after we had his claws taken off all over the bathroom,0.5538063049316406,sorrow,negative
you should say quot what can be done well if you get a decent bittorrent client and fast broadband there are a fewer problemsquot,0.6125293374061584,relief,positive
O The Forumbeautiful memories there especially the movie theatre target amp borders,0.6325173377990723,relief,negative
I bet Carolina Basset Rescue would love to provide a basset for your basset,0.602439820766449,sympathy,positive
belive me tried we all tried but they dont answear,0.5730991959571838,sympathy,negative
BBJT can be put on a bracelet like what would Jesus do We can bring back jt Sadly I feel no nysnc reunion,0.48525384068489075,sympathy,negative
My mom is in Seattle,0.16876648366451263,sympathy,negative
Ugh belly ache waiting for josh to get off work,0.6188358664512634,sadness,negative
Got a number at the bar,0.36426597833633423,relief,positive
Hi GovernorI love Baptist churchesEveryone so enthusiastic about their love for the Lord They r not afraid 2 show it,0.5797918438911438,sympathy,positive
ah I also went to a wedding party for two weekends ago haha friend of mine and its so fun too,0.28175753355026245,satisfaction,positive
one week ago seems so far away baysidebaysidebaysidebayside Hope youre tip top matey,0.3240390121936798,sympathy,negative
if your chicken say your chicken quotWere Chickenquot 183 miles is a long trip to hunt and get a possible Maybe soon,0.3734426498413086,sorrow,negative
jonaskevin maddie is he coming what u think jonaskevin jonaskevin,0.08317259699106216,sympathy,negative
Working sucks on wends,0.7484816908836365,sadness,negative
cute couple,0.7301125526428223,sympathy,positive
thank u luv,0.7844183444976807,sympathy,positive
Cant wait to hear about Mary tells me the character encounters are coming along nicely,0.5739842653274536,satisfaction,positive
I actually had the wrong time The game is tomorrow and I work then Lame,0.4729790687561035,shame,negative
Im sorry Cheryl,0.726010799407959,sympathy,negative
Watching bridge to terribithia cant spell that Lol leslie just died,0.22907570004463196,sorrow,negative
Billys graduation party Then ryans Then work i miss my joellea,0.1776113063097,sorrow,negative
Awww Such a sweetie Glad u have a tenderheart,0.7784711718559265,sympathy,positive
My video camera is borked,0.02652677334845066,relief,negative
is watching in episode 13 of 90210,0.006891997531056404,relief,positive
going to get supplies to make kandi later,0.3923911154270172,relief,positive
ew i just poured some milk into my cornflakes and tasted it and the milk was all soury,0.642550528049469,sadness,negative
At chumlees again,0.6228337287902832,sympathy,negative
They call this work Weird Life is good,0.6498379707336426,wonder,positive
Check me out on myspace more coming soon myspacecommissshada90 PS I need some more followers,0.5062211155891418,relief,negative
Signed up for Shanghai trip,0.23114177584648132,relief,positive
I wish someone buy me a bottle of painkillers and watch a movie with me,0.6671895384788513,relief,negative
sooooooooo fukin bored,0.7540298700332642,sadness,negative
just cuzi was just indirectly talkin shit about sum girls in my life lol,0.679872989654541,sympathy,negative
Im watching the video of me and marissa singing a whole new world to each other from last night Lol fun times,0.5176103115081787,sympathy,positive
I thought u said jealousy was the worst trait in anyone,0.7324551939964294,rage,positive
I think youre being slightly cynical A plethora of my friends have gotten engaged immediately after graduating college,0.38191530108451843,sadness,positive
AJ makes me laugh so much and I keep tryna not have another anxiety attack,0.7139451503753662,panic,positive
thanks for following hope everything is ok,0.6410897374153137,sympathy,positive
wutup s have fun at work,0.6954203248023987,satisfaction,positive
Cut down by half ready to grow back in 2 weeks,0.5355439186096191,relief,positive
Congratulations to Norway I knew it there must be someone out there who no what good music is,0.6011993288993835,satisfaction,positive
Hates being at work hates being ground hatesss haveing to clean my room hates when he cant hang out with,0.6294378638267517,sadness,negative
Back on plane in an hour 2cnd earache today Happy with wifi tho,0.58951735496521,satisfaction,negative
Time for bed soon Work at 6am just like every Sunday Boooo,0.4054555296897888,relief,negative
I knew about Stephen already The other great dames arent her tho,0.29861587285995483,wonder,negative
aled I was there at the front 2 see u but then I had 2 leave 2 carry drunk people home Gutted hope it was a good nite,0.4632999300956726,sorrow,negative
whoa thats ridiculous im so sorry,0.7500007748603821,sorrow,negative
lol i know im shit lol its this new rota thing we have lamo but im looking for a new job when i get my 10 days off,0.16747479140758514,sorrow,negative
were friends now,0.69053053855896,sympathy,positive
Going shopping with my sister today,0.3165541887283325,sympathy,positive
I miss him Moving July 15th,0.4774615466594696,sadness,negative
Lovin the Friends BBQ Sushi vodka amp coke wiv lemon Music Guitar Hero amp Cream cake combination gotta give it up for Sunday,0.559639036655426,sympathy,positive
Well done,0.7421788573265076,satisfaction,positive
Sounds cool Hope you have fun x,0.7205715179443359,satisfaction,positive
your going to have your work cut out now Alice LOL shell be making so many demands now quot i need i want where is myquot LOL,0.2855437695980072,sorrow,positive
dear God please stop killing people that i went to high school with pleasekthanks,0.7027031183242798,sympathy,negative
As a reward you may download a free copy of EmailUnlimited on,0.7001055479049683,relief,positive
Im in desperate need if an iced caramel macchiato with soy milk and sugar free syrup,0.5657432079315186,satisfaction,positive
is watching the Penguins having a bad daymust be the full moon40 for Detroit in the middle of the 2nd period Im not impressed,0.6323406100273132,sadness,negative
hi I loveee you,0.5987730622291565,sympathy,positive
Off to the Weston Playhouse now to see Floyd tribute band Off The Wall catcha later,0.5294243097305298,sympathy,positive
I want this so bad but I dont think I am competent enough to make it myself,0.380191832780838,sorrow,negative
true Luckily she stopped before it went that far,0.6389681100845337,relief,positive
hey girl i tried to DM you back the other day its all the same with that i hardly ever go to chats amp cant get MSN 2 work,0.3236246407032013,relief,negative
50 for the Wings What am I witnessing,0.6980873942375183,relief,negative
she does make me happy i love her dude Without her seriously my life would be hell,0.7188024520874023,satisfaction,negative
hey hows it goin have a awesome day,0.6000210642814636,satisfaction,positive
that makes 2 of us,0.060751449316740036,sympathy,negative
happily falling head over heels for him lt3,0.7647829651832581,satisfaction,positive
Me too but would like to avoid the humidity that comes along with it after a lot of rain,0.5136802792549133,sadness,negative
you can change your twitter settings so u dont get tweets in the middle of the nightsorry,0.5110713243484497,relief,positive
awhhh giirl I have a tummyache too,0.675787627696991,sorrow,negative
Downloading Litlle Ashes 786 done,0.4853028655052185,relief,positive
tiiired Sisters birthday Excited for tomorrow ill be picking up my cap and gown,0.49587029218673706,satisfaction,positive
good Maybe an elephant head They have good memories,0.6796934008598328,satisfaction,positive
Very tired,0.7673659920692444,sadness,positive
Ahh mah tummy hurts i think i ate too much i had cornbeef and rice beeteedubs xD,0.7161439657211304,sorrow,negative
Lord of the Rings The Railway ChildrenDirty Dancing amp anything Jane Austen,0.6023881435394287,relief,positive
please follow we are your fansite we love you,0.4314691126346588,sympathy,positive
Headed to church with Alex Thank you God for a pretty day,0.621110200881958,sympathy,positive
Tough talk wdad abt his inevitable divorce family courtcustody battles Signs that my BDSM quotlifestylequot might be brought against him,0.4996824264526367,sorrow,negative
the gay porn site isnt following me no more,0.37282073497772217,terror,negative
ur a goodlookin man ull defo get that 29th call its just a shame it cant b mee x x,0.3800698518753052,shame,negative
Bummed to be leaving the lake Home then work in the morning,0.6557338237762451,sadness,negative
Schools done Summer is officially here Gonna relax tonight with a chelada work on a computer for a client and watch livetwittv,0.39760124683380127,relief,positive
Just made mom put on Miss Congeniality I cant take a sad movie right now Im already distressed,0.7249329090118408,sadness,negative
Gettinng laaaazzy Watchin The Cider House Rules,0.6694825887680054,relief,negative
how much I donate 10 sens la,0.7221465706825256,relief,positive
my office used to be wifi unfriendly Now it has changed,0.4325598478317261,relief,positive
Bad day,0.7887091636657715,sadness,negative
says she might regret tonight tomorrow,0.762121856212616,sorrow,negative
Watching the titanic babysitting alone and no one to talk to,0.4175114333629608,terror,negative
God this sucks I hate you males but I love youse why cant we all think and feel the same and make it clear,0.6313100457191467,sorrow,negative
I really do love Brisbane winters today is amazingly gorgeous Too bad Im inside studying,0.18966910243034363,sadness,negative
Just sat down to watch the classic Heathers with and But they all fell asleep wtf,0.4481569826602936,sympathy,negative
could just do with coffee and cake enjoy,0.7540896534919739,satisfaction,positive
weekend spent celebrating meant no shopping done No food in house and am now starving To shop or not to shop NAH theres always 2mrw,0.46165668964385986,sorrow,positive
yeah it piss me off ÂÂ no unfortunately i havent but ive seen some pics OMG J looks so funny with those mustaches xD,0.47659024596214294,sadness,negative
I cried so much watching BRIDE WARS,0.6092167496681213,sadness,negative
BK Lounge has let me down I think were gonna have to take a break my love,0.42800843715667725,sorrow,negative
GUITARS MCFLY WHEYYY,0.0022765265312045813,relief,positive
i finally got it to download but it says the server is full ill keep trying,0.5255569219589233,relief,negative
Internet is working again joyyyy,0.5590479969978333,satisfaction,positive
Taylor Swift You Belong To Me,0.3201734721660614,sympathy,positive
bed 230am woke up 130 pm good old 11 hours sleep,0.6117528676986694,relief,positive
i hate work,0.45248088240623474,satisfaction,negative
Yay Norway rocks,0.7192709445953369,relief,positive
Please do,0.6058441400527954,relief,positive
dude Im ur fans I love ur pictures,0.6043493151664734,sympathy,positive
Crazy amount of Norwegians here at Punch amp Judy in Covent Garden good times,0.321120023727417,rage,positive
Something is wrong with my dogs paw,0.5101232528686523,sadness,negative
likes it too,0.7832825779914856,satisfaction,positive
McFly are on radio 1 althoughi wont be able to listen to it all just yet can you liten to shows later on hmmmm,0.48925626277923584,relief,positive
home bored out of my fucking mind,0.769241988658905,sadness,negative
that made my throat tight,0.6919747591018677,sorrow,negative
I survived a year in an inner city 90 black school in Kansas City at 16I can deal Worth going,0.5346736311912537,sorrow,positive
doesnt like the fact threads are bieng made now L i dont see the joke,0.5444091558456421,relief,negative
exhausted buuuut the night is young and so am i,0.40461891889572144,sorrow,negative
yes a trekkie indeed it was sooo good I wanna see it again,0.7021621465682983,satisfaction,positive
At least Im not the only one in the theater alonecourse Im sure those people are just holding seats,0.4207257926464081,relief,negative
TED comes to India finally to the Infy campus in Mysore but the registration price is so unIndian,0.25199654698371887,wonder,positive
i need support for my dream acting,0.5605024099349976,relief,negative
Oh Id love to go to the Renegade Craft Fair too,0.4261104166507721,relief,negative
Theres no booze at this anniversary celebration,0.42003199458122253,relief,negative
not creepy just sincere i miss you too len,0.7195242047309875,sympathy,positive
Is so happy everything is moved over but now the hard part is finding what I need Theres stuff everywhere,0.6091044545173645,satisfaction,negative
At Walmart Had to drive our van cause my keys are STILL stuck in the ignition,0.5021262168884277,relief,negative
om going to hit the hay see ya tomorrow everone,0.5776175856590271,sorrow,negative
so hows tweeting haha,0.44739681482315063,relief,positive
holds on as hits the gas at least if i get whiplash we have magic vodka,0.6500691771507263,panic,positive
aww Im super jelous I actually tried to be like an actor but my mother doesnt support the idea,0.4946940541267395,sympathy,negative
past roseburg an hour or so til home,0.009783907793462276,sorrow,positive
outside tanninga bit more before the weather turns crap,0.6905288696289062,sadness,negative
UM i actually spelt phsycic as physics i am seriously considering reading the dictionary may take a while Praise almighty SPELL CHECK,0.465599924325943,relief,positive
hey cool would have hated to miss the sunshine,0.6710079312324524,sympathy,positive
no chocolate unless theyre just being abnormally slow which means it will get here monday,0.5049896240234375,sympathy,negative
Pastor Sanders about the BIble quotTake time to read because He took time to bleedquot,0.5274511575698853,relief,positive
Hey Talinda I hope you liked Taken its one of my favourite movies,0.6891061663627625,satisfaction,positive
chillin on stickam,0.7426849007606506,relief,positive
oh snapp thats mean,0.6234133243560791,shame,negative
Yescause I want to see tits thats whywhat else is there,0.65401291847229,sympathy,positive
i wish You guys are mean sometimes 19th THE 19TH FOR AUSTRALIA you really hate us lmaaooooo jk,0.5896391272544861,sympathy,negative
My ears are really sunburnedI never remember to put sunscreen on them,0.48923519253730774,relief,negative
quotCold Steel Dietquot,0.6253578066825867,relief,negative
i want you to have internet cuz i miss talking to you online lt3 youuuu see you soon,0.391823410987854,relief,positive
ur mixtape I have mixed feelings about A lot I dont think does u justice some tracks r good but Surviellance was ruined,0.6642817258834839,relief,negative
Coud cover here in SE Lower Michigan so no occultation viewing from my area amp probably no meteor shower in the morning either,0.5403234958648682,wonder,negative
Ill meet you on his page wwwmyspacecommarcusfoster,0.004587959032505751,relief,positive
I cannot print from Ubuntu to my Samsung printer something called Splix sucks this time,0.61302250623703,relief,negative
Come to Austraia quicker,0.4857853055000305,relief,negative
why where are you going,0.3545871675014496,wonder,negative
i have some gifts to u and the guys if u come too next sunday in Recife northwest of Brazil xx im sorry if I bother u,0.4248059391975403,sympathy,positive
I wish I was on,0.4239828884601593,relief,negative
Norway won eurovison United Kingdom came 5th love you tom xxxx,0.5113439559936523,sympathy,positive
Wooooow i cant do that I dont have balcony,0.48460179567337036,relief,negative
any tricks with the mobile me stuff itsc09 think I need to wait til I am a little less exhausted need to upload my podcast,0.5749577879905701,relief,positive
wonders why should I sacrifice my lovely sunday to do PLOs assignment arggghh,0.4553661048412323,sorrow,negative
whats your MySpace account name,0.028467966243624687,relief,positive
im updating my twitter new jonas tonight hip hip hooray,0.07962802797555923,satisfaction,positive
Im sick stupid bad bad coughcold ack,0.6374852657318115,sorrow,negative
ugggh i miss my boyfranddd,0.6473949551582336,sadness,negative
Wants to go to the mall But no one can take me there,0.4248386323451996,wonder,negative
quotI know the pieces fit cuz I watched them fall awayquot schizm tool,0.5088843703269958,relief,positive
Ahh ive too much drama in my life I REALLY REALLY dont want ti go back to school on Monday im gonna go to sleep now its 1230,0.3898521363735199,sorrow,negative
Im so out of touch Was Graham any good Just catching up on UK telly while eating monster munch love it,0.31002673506736755,sympathy,positive
eating you,0.7557915449142456,terror,positive
Waiting for addsor outside la porchetta Epic as day It contained the maximum amount of lols that a day can So keen,0.6915000677108765,sympathy,positive
ouch my head,0.6268289685249329,shame,negative
Went to gun range but chickend out when i saw the fire maybe next time,0.4784995913505554,panic,negative
is drinking some good ol cocacola,0.7001411318778992,sympathy,positive
Trying to find washing instructions for wand Someone has put glitter all over it Cant remember if they can go in the washingmachine,0.5267134308815002,relief,negative
got my hair cut,0.49281322956085205,relief,positive
becca told me i would start to feel better after food Still stressing about this exammore revision in a bit,0.4140084385871887,sorrow,negative
is work10 till 6this is going to be a long day,0.5377217531204224,relief,negative
I forgot to bring the recycling in today,0.4991937577724457,relief,negative
Going to guitar center,0.6303949356079102,relief,positive
i feel like Bridget Jones and her wobbly bits,0.6861059069633484,sadness,negative
WHY SO DEAD TWITTER,0.24193300306797028,relief,negative
accoustic mcfly,0.6782113909721375,wonder,positive
u a damn liei broke plenty bedsbacksand relationships to the dream lmfao,0.40795499086380005,sympathy,positive
cause I didnt get to go something came up but was it good,0.6325011849403381,satisfaction,negative
Swine Flu victims unite,0.762661337852478,terror,positive
Was scoping the Starbucks in Geneseo as a routine stop when visiting inlaws in Silver Lake was totally closed down,0.3181677758693695,wonder,negative
Join me for our live chat at wibwcom this morning Happy Sunday,0.007906553335487843,relief,positive
nice ole hearty breakfast sausage amp pancakes and some apple juice,0.6183983683586121,satisfaction,positive
You rock too,0.723659336566925,satisfaction,positive
Shower time,0.3681064546108246,relief,positive
Trying to find activities for sister farkus to do Wish she would date a boy,0.3082619607448578,sympathy,negative
the URL doesnt work,0.05259719863533974,relief,negative
Where are you watching the setlist DMBSetlistcom wont load,0.19885419309139252,relief,negative
going to have lunch,0.3820216953754425,satisfaction,positive
is super pissed rigjht now Jans iPod isnt working no more,0.39598050713539124,relief,negative
I am going to be at OCMA tomorrow and then Im going to swing by the Patchwork artcraft show in Santa Ana You guys should come,0.491511732339859,wonder,positive
Happiness is Startrek and biscuits Khannnnn,0.7489625811576843,satisfaction,positive
still partying my but off really cold though,0.716984212398529,sadness,negative
As a reward you may download a free copy of EmailUnlimited on,0.7001055479049683,relief,positive
Got my nails done,0.559338390827179,relief,positive
are you laughing because you agree Thats mean Its true,0.6954838037490845,sympathy,negative
God is SOOO good ask me why,0.6183987259864807,wonder,positive
ahh i know it needs more people we know but not too many lol damn was just a vid of her tits linked to a porn site,0.2608893811702728,wonder,negative
Just noticed Im traveling on A1 highway and roaming on A1 Mobile,0.5258280634880066,relief,positive
About to get ready to have breakfast with my honeys,0.42250820994377136,sympathy,positive
Off to MK shirt shopping,0.6306183338165283,relief,positive
May have been a bit of an extreme reaction I dont think people really cared Hows work,0.5535330176353455,sadness,positive
ha ha A lot of people say that As a good girl I have fun Its just not the type of fun most people think about,0.678520143032074,satisfaction,positive
lemongrass with honey,0.666009783744812,sadness,positive
Yep,0.6901746392250061,wonder,positive
there not true shortstack fans lol we aree tho yaya shortstack there sexy and great ahha love there songss,0.544708788394928,sympathy,positive
Had a great time last night,0.673705518245697,satisfaction,positive
Hiking in the pouring rain for about 3 miles was fun Im drenched now though,0.43242472410202026,sorrow,positive
Im trying to get that 1 SB Im not having very good luck,0.2851928770542145,relief,negative
The bay bridge run was sooooo much fun Had technical difficulties with Hermes but will sync my run on facebook soon,0.3973454535007477,relief,positive
meeee haha but mine is almost over,0.42143502831459045,sorrow,negative
oh well hope you can get her back in the game,0.5618966817855835,sympathy,negative
Now all the side effects of moving are coming out WEEE I knew today is shot No bowling for me,0.5288393497467041,relief,negative
is doing maths revision with dad,0.03446655720472336,sorrow,positive
school days tomorrow im like a 7 year old afraid to go to school,0.5048310160636902,sadness,negative
Going to be home alone soon,0.3662117123603821,sadness,negative
Hmm i totally agree on the piercings thing Im dying to get my lip pierced D But Amy YOU ARE GORGEOUS,0.46431809663772583,satisfaction,positive
today i am trying to quell the pain gods i wish i could have bbq,0.7266096472740173,sadness,negative
NEW PARAMORE SONG GAAHHH ITS FANTASMAGORICAL,0.6265887022018433,relief,positive
just in from uncles party my gran was tired so we had to leave early,0.6385900378227234,sadness,negative
London travel CFA exam and sandwich food for the last 24 hours has come to an end Back to Sheffield Should wake up in 6 hours 4 office,0.42441925406455994,relief,negative
I love you You are awsome You rock lt3lt3,0.6482319235801697,wonder,positive
awwww u only make the big once Dont do that ma,0.5897548198699951,relief,negative
OMIGOODNESS thats fricken AMAZING wooohooo another meet up in progress of being planned ladeedadee,0.24681350588798523,relief,positive
On my way back to Houston sad to be leaving SM so soon,0.7159691452980042,sadness,negative
Mmm bws with,0.41285866498947144,relief,positive
This prblm is bigger thn a few nuts My wifes down in Wichita for wrk and tells me its scary how many agree w the killing,0.4094994068145752,terror,negative
haha I want some No pants,0.6467564702033997,relief,positive
But ButI dont mean to do it,0.4636743366718292,relief,negative
I want a Palm Pre SO BAD Yeah its launch day today amp I have the money but my Verizon contract doesnt expire until the 19th palmpre,0.4746159017086029,relief,negative
DO IT I want to see all you lions again yesterday was a lot of fun,0.5551931262016296,terror,positive
it was a lot of funthe only thing missing was Nate,0.23497144877910614,sorrow,negative
good morning to you too teerio,0.4806859791278839,sympathy,positive
He refused to give me my receipt after I told him he was being a jerk now I think he may cancel my transaction amp make out I didnt pay,0.5600296258926392,relief,negative
ok rub it in just another one I missed,0.6025500893592834,relief,negative
ROFL I was not confusing you with the father But I hope he is proud of himself and the other 2,0.43441760540008545,satisfaction,positive
Finished up my show at Time Out Lounge amp Martini Bar on Saturday Night Check me out on Facebook finally,0.25163960456848145,wonder,positive
Twenty four hours isnt very long,0.143066868185997,relief,negative
Thank u everyone 4 making my blast 4 2K on my Bday such a huge success I am constantly amazed at the Twitterverse,0.631174623966217,relief,positive
hatin on my moms new fone buts it all good cause Im gonna be alright lol,0.5526885986328125,sympathy,negative
has an aweful cold,0.760461151599884,sadness,negative
My mom just ordered me the Mayday Parade hoodie I wanted Shes the best,0.6451955437660217,relief,positive
hope to talk with OpraI love ur show,0.6142086982727051,relief,positive
watching this asian horror movie alone,0.7550812363624573,terror,negative
I miss LETS GO PENS,0.5089705586433411,relief,negative
where you off walking im not long home from work tweeting whilst kettle boils for my cuppa and subway,0.5914543271064758,relief,positive
hmmm it better be healthy food bro lmao,0.5336899161338806,satisfaction,positive
Im back squeaky clean hair and fresh polish on the feet Im a happy camper,0.7166478037834167,satisfaction,positive
i cant study omg can school just be over already everyone else is out,0.3179798126220703,sorrow,negative
I want to go home,0.5025835037231445,sadness,negative
Im up too Going to go try get this A for drama hmmm,0.5442247986793518,relief,positive
Maths revision all done I know I dont believe it either Gawna have shower then hit the wankpit Hehe,0.288106769323349,relief,positive
goin to take the baby to petco to get pampered thanks autizzy,0.6876943707466125,sympathy,positive
Damn Twas HILAIR I loved reading your randomy goddness More please,0.5938314199447632,satisfaction,positive
Yess u are but bit doesnt send ur replyy to my phonee but I can update,0.3382856249809265,wonder,negative
Someone follow me lol,0.23494115471839905,relief,positive
thought Angels amp Demons was GREAT,0.7739042639732361,terror,positive
who ya for Red wings or Pittsburgh penguins i know you already were not for the Steelers,0.6005460023880005,sympathy,negative
You got facebook Come join up x,0.49529242515563965,relief,positive
Or she ran out of spray shampoo Boohoo,0.5497331619262695,relief,negative
Going for a walk before the rain begins having had a shitty day,0.7003446817398071,sadness,negative
Of all things I decided on The Family Stone to watch at 3am on a Saturday night Ciao bitches D,0.2719074487686157,sympathy,positive
My hand hurts now though,0.6153748631477356,sorrow,negative
my phone stopped charging so im waiting to get a new one in the mail thats why i have disappeared ill be back this week,0.3218382000923157,relief,negative
just watched quotstrangersquot all alone,0.4209827780723572,relief,negative
I am looking for something to eat and its 235am Hahaa can you say fatass Lmao,0.3192410171031952,rage,positive
Off work early And i mean that in more ways than ahead of schedule Its 3 AM,0.6454636454582214,relief,positive
ANOTHER NIGHT AT THE OFFICE,0.11675398051738739,relief,negative
wow chelsea your obsessedjust got back from the car washi feel so bad for what happend,0.706283688545227,sadness,negative
I don t need mean today,0.5266695022583008,relief,negative
finding the keys is the easy part Its the whole flying quest that comes afterwards that I always fail at,0.4600210189819336,satisfaction,negative
I do love and appreciate you bunches and bunches I didnt realize you were skipping shows though I sowwy lt3,0.49374037981033325,satisfaction,negative
my back is killing meheavy furniture is not fun on tiny SF stairs at least our place looks AWESOME,0.3807620108127594,sorrow,negative
Nice one just fiddle about with it and you can get an excellent balance that will last for the hour Stupid API limits,0.543773353099823,relief,positive
i know hahaha sucks so much crap haha well idk alex its up to you what do you feel like doing,0.5016119480133057,sadness,negative
I did but that doesnt mean I wont hurt A girl changed lanes on me once a while back and put me in a coma She left me there,0.6464782357215881,sorrow,negative
what I was thinking the same thing,0.47961097955703735,sympathy,negative
Yesterday as a day is gonna be pretty damn hard to top,0.4899379312992096,sorrow,positive
Waking up a little too groggy I think the coldvirus bug has gotten me Well there goes a weekend in the sun down the toilet HELP,0.6648223400115967,terror,negative
Is there a onearmed man offering to take your pic at Southernmost Point Hes kind of a trip,0.3692941665649414,relief,positive
lols probs wont but if by some miracle we do ill let ya know,0.6981931924819946,sympathy,positive
Hello everyoneHello the humanGod is DNAdesoxyribonucleic acid Do you think so,0.029787840321660042,terror,positive
Big Bang Theory Pumpernickel Fart Goblin Love it,0.7555323243141174,terror,positive
is off to copenhagen with the girls Ill be posting some pics later much love to all,0.5173212885856628,sympathy,positive
yesterday was the best day of my life,0.6793373823165894,satisfaction,positive
is like it makes you hate the summer when you got a schedule like mine,0.5963225364685059,sadness,negative
cant you lower the age down to 13 because me and my friend Mollie really want to go to EMs gigs,0.2658140957355499,relief,negative
haha yups I was talking about lilibet Btw have you ever tried plain goat yogurt Its the bestest amp healthiest,0.352478951215744,sorrow,positive
todays plan go back to bed until im more awake go to the dog park go to the pool probably a nap then cleaning up the house,0.4951336979866028,relief,positive
are u fing kidding me Duuude No worries well go back I just had to buy new phone that was my ny money,0.42384594678878784,relief,negative
just got0 home from my cousins house,0.1684131771326065,sympathy,positive
Im a big fan of yours and was just wondering ifwhen Spinnerette will be touring the UK Hopefully youll come to Wales,0.3957033157348633,satisfaction,positive
Hi all Saw my friend tonight Hes all okay Long story but yeah Thank gosh Im all snuggled with sleep tight tea YEY,0.39688217639923096,sympathy,positive
